"X","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","trialString","modalityCondition","playerId","itemId","turnString","trialLength","numModalitiesUsed","numberOfOverlaps","propOverlapsTime","propOverlapsActs","useVisual","useAcoustic","numberOfSignals","numberOfMultimodalSigs","turnModalityType"
434,"D12_TT_Coded.eaf","D12","Auditory",2,6,6,6,TRUE,707992,724687,"Ga2 Tu6 Ta6 {2 *6* 8} Ch6",727984,2,"Matcher",1,"T2",721215,723026,1811,"Visual","Auditory D12 2 6","multi","D12 2","Auditory 6","Auditory multi D12 721215 723026",12079,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
435,"D12_TT_Coded.eaf","D12","Auditory",2,7,2,2,TRUE,727984,735168,"Ga2 Tu7 Ta2 {*2* 1 4} Ch2",734110,2,"Director",1,"T1",727810,730620,2810,"Visual","Auditory D12 2 7","multi","D12 2","Auditory 2","Auditory multi D12 727810 730620",7358,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
436,"D12_TT_Coded.eaf","D12","Auditory",2,8,4,5,FALSE,734110,740670,"Ga2 Tu8 Ta4 {6 *5* 4} Ch5",742700,1,"Director",1,"T1",737418,738418,1000,"Visual","Auditory D12 2 8","multi","D12 1","Auditory 4","Auditory multi D12 737418 738418",3252,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
437,"D12_TT_Coded.eaf","D12","Auditory",2,9,7,3,FALSE,742700,751783,"Ga2 Tu9 Ta7 {8 7 *3*} Ch3",754094,2,"Director",1,"T1",743621,746432,2811,"Visual","Auditory D12 2 9","multi","D12 2","Auditory 7","Auditory multi D12 743621 746432",8162,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
438,"D12_TT_Coded.eaf","D12","Auditory",2,10,3,3,TRUE,754094,759126,"Ga2 Tu10 Ta3 {4 5 *3*} Ch3",759871,1,"Director",1,"T1",755621,758216,2595,"Acoustic","Auditory D12 2 10","multi","D12 1","Auditory 3","Auditory multi D12 755621 758216",3505,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
439,"D12_TT_Coded.eaf","D12","Auditory",2,11,8,8,TRUE,759871,765758,"Ga2 Tu11 Ta8 {5 *8* 3} Ch8",767526,2,"Director",1,"T1",761594,764026,2432,"Visual","Auditory D12 2 11","multi","D12 2","Auditory 8","Auditory multi D12 761594 764026",4164,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
440,"D12_TT_Coded.eaf","D12","Auditory",2,12,1,1,TRUE,767526,777614,"Ga2 Tu12 Ta1 {*1* 7 2} Ch1",783598,1,"Director",1,"T1",771228,773620,2392,"Acoustic","Auditory D12 2 12","multi","D12 1","Auditory 1","Auditory multi D12 771228 773620",6386,2,1,0.74286895411327,1,TRUE,TRUE,2,1,"multi"
442,"D12_TT_Coded.eaf","D12","Auditory",2,12,1,1,TRUE,767526,777614,"Ga2 Tu12 Ta1 {*1* 7 2} Ch1",783598,2,"Matcher",1,"T2",773810,775229,1419,"Visual","Auditory D12 2 12","multi","D12 2","Auditory 1","Auditory multi D12 773810 775229",6386,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
443,"D12_TT_Coded.eaf","D12","Auditory",2,12,1,1,TRUE,767526,777614,"Ga2 Tu12 Ta1 {*1* 7 2} Ch1",783598,1,"Director",2,"T3",775215,777242,2027,"Acoustic","Auditory D12 2 12","multi","D12 1","Auditory 1","Auditory multi D12 775215 777242",6386,2,1,0.701616854483097,1,TRUE,TRUE,2,1,"multi"
445,"D12_TT_Coded.eaf","D12","Auditory",2,13,5,5,TRUE,783598,788638,"Ga2 Tu13 Ta5 {2 3 *5*} Ch5",787925,2,"Director",1,"T1",783189,784202,1013,"Visual","Auditory D12 2 13","multi","D12 2","Auditory 5","Auditory multi D12 783189 784202",5449,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
446,"D12_TT_Coded.eaf","D12","Auditory",2,14,7,7,TRUE,787925,795941,"Ga2 Tu14 Ta7 {*7* 2 3} Ch7",800589,1,"Director",1,"T1",793201,795228,2027,"Visual","Auditory D12 2 14","multi","D12 1","Auditory 7","Auditory multi D12 793201 795228",2740,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
447,"D12_TT_Coded.eaf","D12","Auditory",3,0,3,3,TRUE,812756,819204,"Ga3 Tu0 Ta3 {4 5 *3*} Ch3",821468,1,"Director",1,"T1",813824,818216,4392,"Acoustic","Auditory D12 3 0","multi","D12 1","Auditory 3","Auditory multi D12 813824 818216",5380,2,2,0.598051466783973,1,TRUE,TRUE,4,2,"multi"
451,"D12_TT_Coded.eaf","D12","Auditory",3,1,8,8,TRUE,821468,825052,"Ga3 Tu1 Ta8 {5 *8* 3} Ch8",828580,2,"Director",1,"T1",820999,822634,1635,"Visual","Auditory D12 3 1","multi","D12 2","Auditory 8","Auditory multi D12 820999 822634",4053,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
452,"D12_TT_Coded.eaf","D12","Auditory",3,2,4,5,FALSE,828580,833875,"Ga3 Tu2 Ta4 {6 *5* 4} Ch5",833420,1,"Director",1,"T1",828039,831039,3000,"Visual","Auditory D12 3 2","multi","D12 1","Auditory 4","Auditory multi D12 828039 831039",5836,1,0,0,0,TRUE,FALSE,2,0,"unimodal visual"
454,"D12_TT_Coded.eaf","D12","Auditory",3,3,7,7,TRUE,833420,839228,"Ga3 Tu3 Ta7 {8 *7* 3} Ch7",840619,2,"Director",1,"T1",836621,838621,2000,"Visual","Auditory D12 3 3","multi","D12 2","Auditory 7","Auditory multi D12 836621 838621",2607,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
455,"D12_TT_Coded.eaf","D12","Auditory",3,4,6,6,TRUE,840619,855619,"Ga3 Tu4 Ta6 {2 *6* 8} Ch6",850379,1,"Director",1,"T1",841608,845608,4000,"Visual","Auditory D12 3 4","multi","D12 1","Auditory 6","Auditory multi D12 841608 845608",14011,2,1,0.939695988038874,1,TRUE,TRUE,2,1,"multi"
457,"D12_TT_Coded.eaf","D12","Auditory",3,4,6,6,TRUE,840619,855619,"Ga3 Tu4 Ta6 {2 *6* 8} Ch6",850379,2,"Matcher",1,"T2",848215,850026,1811,"Visual","Auditory D12 3 4","multi","D12 2","Auditory 6","Auditory multi D12 848215 850026",14011,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
458,"D12_TT_Coded.eaf","D12","Auditory",3,5,2,2,TRUE,856963,885930,"Ga3 Tu5 Ta2 {*2* 1 4} Ch2",888746,2,"Director",1,"T1",882013,885405,3392,"Visual","Auditory D12 3 5","multi","D12 2","Auditory 2","Auditory multi D12 882013 885405",3917,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
459,"D12_TT_Coded.eaf","D12","Auditory",3,6,8,8,TRUE,888746,896353,"Ga3 Tu6 Ta8 {1 *8* 6} Ch8",901121,1,"Director",1,"T1",887418,889621,2203,"Visual","Auditory D12 3 6","multi","D12 1","Auditory 8","Auditory multi D12 887418 889621",8935,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
460,"D12_TT_Coded.eaf","D12","Auditory",3,7,3,3,TRUE,901121,907970,"Ga3 Tu7 Ta3 {8 *3* 4} Ch3",909561,2,"Director",1,"T1",904012,906418,2406,"Visual","Auditory D12 3 7","multi","D12 2","Auditory 3","Auditory multi D12 904012 906418",3958,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
461,"D12_TT_Coded.eaf","D12","Auditory",3,8,2,2,TRUE,909561,926721,"Ga3 Tu8 Ta2 {5 1 *2*} Ch2",927552,1,"Director",1,"T1",912607,922620,10013,"Visual","Auditory D12 3 8","multi","D12 1","Auditory 2","Auditory multi D12 912607 922620",14114,2,2,0.368981712819872,1,TRUE,TRUE,4,2,"multi"
465,"D12_TT_Coded.eaf","D12","Auditory",3,9,6,6,TRUE,927552,934624,"Ga3 Tu9 Ta6 {*6* 7 8} Ch6",935649,2,"Director",1,"T1",930432,934229,3797,"Visual","Auditory D12 3 9","multi","D12 2","Auditory 6","Auditory multi D12 930432 934229",4192,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
466,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,1,"Director",1,"T1",937215,938418,1203,"Visual","Auditory D12 3 10","multi","D12 1","Auditory 5","Auditory multi D12 937215 938418",48449,2,1,0.787759131293189,1,TRUE,TRUE,2,1,"multi"
468,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,2,"Matcher",1,"T2",942823,943228,405,"Visual","Auditory D12 3 10","multi","D12 2","Auditory 5","Auditory multi D12 942823 943228",48449,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
469,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,1,"Director",2,"T1",946018,947410,1392,"Visual","Auditory D12 3 10","multi","D12 1","Auditory 5","Auditory multi D12 946018 947410",48449,2,1,0.984126984126984,1,TRUE,TRUE,2,1,"multi"
471,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,2,"Matcher",2,"T3",947823,948620,797,"Visual","Auditory D12 3 10","multi","D12 2","Auditory 5","Auditory multi D12 947823 948620",48449,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
472,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,1,"Director",3,"T4",948647,950430,1783,"Visual","Auditory D12 3 10","multi","D12 1","Auditory 5","Auditory multi D12 948647 950430",48449,2,1,0.623252858958069,1,TRUE,TRUE,2,1,"multi"
474,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,2,"Matcher",3,"T5",954823,955621,798,"Visual","Auditory D12 3 10","multi","D12 2","Auditory 5","Auditory multi D12 954823 955621",48449,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
475,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,1,"Director",4,"T6",955634,957026,1392,"Visual","Auditory D12 3 10","multi","D12 1","Auditory 5","Auditory multi D12 955634 957026",48449,2,1,0.677721088435374,1,TRUE,TRUE,2,1,"multi"
477,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,2,"Matcher",4,"T7",960188,961620,1432,"Visual","Auditory D12 3 10","multi","D12 2","Auditory 5","Auditory multi D12 960188 961620",48449,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
478,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,1,"Director",5,"T8",971621,972621,1000,"Visual","Auditory D12 3 10","multi","D12 1","Auditory 5","Auditory multi D12 971621 972621",48449,2,1,0.764115432873275,1,TRUE,TRUE,2,1,"multi"
480,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,2,"Matcher",5,"T9",975621,977026,1405,"Visual","Auditory D12 3 10","multi","D12 2","Auditory 5","Auditory multi D12 975621 977026",48449,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
481,"D12_TT_Coded.eaf","D12","Auditory",3,10,5,5,TRUE,935649,985664,"Ga3 Tu10 Ta5 {7 *5* 6} Ch5",989030,1,"Director",6,"T10",978810,981216,2406,"Visual","Auditory D12 3 10","multi","D12 1","Auditory 5","Auditory multi D12 978810 981216",48449,2,1,0.268501805054152,1,TRUE,TRUE,2,1,"multi"
483,"D12_TT_Coded.eaf","D12","Auditory",3,11,4,4,TRUE,989030,991373,"Ga3 Tu11 Ta4 {*4* 7 1} Ch4",992209,2,"Director",1,"T1",988418,989621,1203,"Visual","Auditory D12 3 11","multi","D12 2","Auditory 4","Auditory multi D12 988418 989621",2955,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
484,"D12_TT_Coded.eaf","D12","Auditory",3,12,1,1,TRUE,992209,997527,"Ga3 Tu12 Ta1 {*1* 7 2} Ch1",998093,1,"Director",1,"T1",994215,996431,2216,"Visual","Auditory D12 3 12","multi","D12 1","Auditory 1","Auditory multi D12 994215 996431",3312,2,1,0.630044843049327,1,TRUE,TRUE,2,1,"multi"
486,"D12_TT_Coded.eaf","D12","Auditory",3,13,5,5,TRUE,998093,1003621,"Ga3 Tu13 Ta5 {2 3 *5*} Ch5",1004919,2,"Director",1,"T1",1000405,1001418,1013,"Visual","Auditory D12 3 13","multi","D12 2","Auditory 5","Auditory multi D12 1000405 1001418",3216,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
487,"D12_TT_Coded.eaf","D12","Auditory",3,14,7,7,TRUE,1004919,1010982,"Ga3 Tu14 Ta7 {*7* 2 3} Ch7",1011285,1,"Director",1,"T1",1006215,1007810,1595,"Visual","Auditory D12 3 14","multi","D12 1","Auditory 7","Auditory multi D12 1006215 1007810",4767,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
488,"D12_TT_Coded.eaf","D12","Auditory",3,14,7,7,TRUE,1004919,1010982,"Ga3 Tu14 Ta7 {*7* 2 3} Ch7",1011285,2,"Matcher",1,"T2",1008215,1009823,1608,"Visual","Auditory D12 3 14","multi","D12 2","Auditory 7","Auditory multi D12 1008215 1009823",4767,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
489,"D12_TT_Coded.eaf","D12","Auditory",3,15,1,1,TRUE,1011285,1016189,"Ga3 Tu15 Ta1 {6 4 *1*} Ch1",1016189,2,"Director",1,"T1",1013228,1015823,2595,"Visual","Auditory D12 3 15","multi","D12 2","Auditory 1","Auditory multi D12 1013228 1015823",2961,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
490,"D12_TT_Coded.eaf","D12","Visual",0,0,2,2,TRUE,1088996,1097259,"Ga0 Tu0 Ta2 {5 1 *2*} Ch2",1098026,1,"Director",1,"T1",1091621,1096202,4581,"Visual","Visual D12 0 0","multi","D12 1","Visual 2","Visual multi D12 1091621 1096202",5638,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
491,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,2,"Director",1,"T1",1098809,1102823,4014,"Visual","Visual D12 0 1","multi","D12 2","Visual 3","Visual multi D12 1098809 1102823",79503,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
492,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,1,"Matcher",1,"T2",1103594,1104202,608,"Visual","Visual D12 0 1","multi","D12 1","Visual 3","Visual multi D12 1103594 1104202",79503,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
493,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,2,"Director",2,"T3",1104228,1110823,6595,"Visual","Visual D12 0 1","multi","D12 2","Visual 3","Visual multi D12 1104228 1110823",79503,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
494,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,1,"Matcher",2,"T4",1112810,1116026,3216,"Visual","Visual D12 0 1","multi","D12 1","Visual 3","Visual multi D12 1112810 1116026",79503,1,0,0,0,TRUE,FALSE,2,0,"unimodal visual"
496,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,2,"Director",3,"T5",1116216,1126418,10202,"Visual","Visual D12 0 1","multi","D12 2","Visual 3","Visual multi D12 1116216 1126418",79503,1,0,0,0,TRUE,FALSE,2,0,"unimodal visual"
498,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,1,"Matcher",3,"T6",1127202,1134026,6824,"Visual","Visual D12 0 1","multi","D12 1","Visual 3","Visual multi D12 1127202 1134026",79503,1,0,0,0,TRUE,FALSE,2,0,"unimodal visual"
500,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,2,"Director",4,"T7",1132816,1141222,8406,"Visual","Visual D12 0 1","multi","D12 2","Visual 3","Visual multi D12 1132816 1141222",79503,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
501,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,1,"Matcher",4,"T8",1149229,1155229,6000,"Visual","Visual D12 0 1","multi","D12 1","Visual 3","Visual multi D12 1149229 1155229",79503,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
502,"D12_TT_Coded.eaf","D12","Visual",0,1,3,3,TRUE,1098026,1178312,"Ga0 Tu1 Ta3 {8 *3* 4} Ch3",1180320,2,"Director",5,"T9",1155242,1173215,17973,"Visual","Visual D12 0 1","multi","D12 2","Visual 3","Visual multi D12 1155242 1173215",79503,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
503,"D12_TT_Coded.eaf","D12","Visual",0,2,7,7,TRUE,1180320,1216287,"Ga0 Tu2 Ta7 {*7* 2 3} Ch7",1217053,1,"Director",1,"T1",1182000,1215621,33621,"Visual","Visual D12 0 2","multi","D12 1","Visual 7","Visual multi D12 1182000 1215621",34287,1,0,0,0,TRUE,FALSE,4,0,"unimodal visual"
507,"D12_TT_Coded.eaf","D12","Visual",0,3,1,6,FALSE,1217053,1231013,"Ga0 Tu3 Ta1 {*6* 4 1} Ch6",1230110,2,"Director",1,"T1",1218418,1225229,6811,"Visual","Visual D12 0 3","multi","D12 2","Visual 1","Visual multi D12 1218418 1225229",12595,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
508,"D12_TT_Coded.eaf","D12","Visual",0,4,5,5,TRUE,1230110,1291126,"Ga0 Tu4 Ta5 {7 *5* 6} Ch5",1292922,1,"Director",1,"T1",1250384,1285810,35426,"Visual","Visual D12 0 4","multi","D12 1","Visual 5","Visual multi D12 1250384 1285810",40742,1,0,0,0,TRUE,FALSE,6,0,"unimodal visual"
514,"D12_TT_Coded.eaf","D12","Visual",0,4,5,5,TRUE,1230110,1291126,"Ga0 Tu4 Ta5 {7 *5* 6} Ch5",1292922,2,"Matcher",1,"T2",1286228,1289620,3392,"Visual","Visual D12 0 4","multi","D12 2","Visual 5","Visual multi D12 1286228 1289620",40742,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
515,"D12_TT_Coded.eaf","D12","Visual",0,5,4,4,TRUE,1292922,1306610,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",1307765,2,"Director",1,"T1",1293228,1294026,798,"Visual","Visual D12 0 5","multi","D12 2","Visual 4","Visual multi D12 1293228 1294026",13382,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
516,"D12_TT_Coded.eaf","D12","Visual",0,5,4,4,TRUE,1292922,1306610,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",1307765,1,"Matcher",1,"T2",1294417,1301025,6608,"Visual","Visual D12 0 5","multi","D12 1","Visual 4","Visual multi D12 1294417 1301025",13382,1,0,0,0,TRUE,FALSE,2,0,"unimodal visual"
518,"D12_TT_Coded.eaf","D12","Visual",0,5,4,4,TRUE,1292922,1306610,"Ga0 Tu5 Ta4 {*4* 7 1} Ch4",1307765,2,"Director",2,"T3",1301821,1304821,3000,"Visual","Visual D12 0 5","multi","D12 2","Visual 4","Visual multi D12 1301821 1304821",13382,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
519,"D12_TT_Coded.eaf","D12","Visual",0,6,3,3,TRUE,1307765,1333652,"Ga0 Tu6 Ta3 {4 5 *3*} Ch3",1334360,1,"Director",1,"T1",1308215,1315620,7405,"Visual","Visual D12 0 6","multi","D12 1","Visual 3","Visual multi D12 1308215 1315620",25437,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
520,"D12_TT_Coded.eaf","D12","Visual",0,6,3,3,TRUE,1307765,1333652,"Ga0 Tu6 Ta3 {4 5 *3*} Ch3",1334360,2,"Matcher",1,"T2",1316824,1318216,1392,"Visual","Visual D12 0 6","multi","D12 2","Visual 3","Visual multi D12 1316824 1318216",25437,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
521,"D12_TT_Coded.eaf","D12","Visual",0,6,3,3,TRUE,1307765,1333652,"Ga0 Tu6 Ta3 {4 5 *3*} Ch3",1334360,1,"Director",2,"T3",1318216,1333022,14806,"Visual","Visual D12 0 6","multi","D12 1","Visual 3","Visual multi D12 1318216 1333022",25437,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
522,"D12_TT_Coded.eaf","D12","Visual",0,7,8,8,TRUE,1334360,1345712,"Ga0 Tu7 Ta8 {5 *8* 3} Ch8",1346979,2,"Director",1,"T1",1337418,1345431,8013,"Visual","Visual D12 0 7","multi","D12 2","Visual 8","Visual multi D12 1337418 1345431",8294,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
523,"D12_TT_Coded.eaf","D12","Visual",0,8,6,6,TRUE,1346979,1354843,"Ga0 Tu8 Ta6 {2 *6* 8} Ch6",1355656,1,"Director",1,"T1",1349823,1354215,4392,"Visual","Visual D12 0 8","multi","D12 1","Visual 6","Visual multi D12 1349823 1354215",5020,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
524,"D12_TT_Coded.eaf","D12","Visual",0,9,2,2,TRUE,1355656,1359807,"Ga0 Tu9 Ta2 {*2* 1 4} Ch2",1361227,2,"Director",1,"T1",1356026,1358837,2811,"Visual","Visual D12 0 9","multi","D12 2","Visual 2","Visual multi D12 1356026 1358837",3781,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
525,"D12_TT_Coded.eaf","D12","Visual",0,10,4,4,TRUE,1361227,1371603,"Ga0 Tu10 Ta4 {6 5 *4*} Ch4",1372992,1,"Director",1,"T1",1364378,1371216,6838,"Visual","Visual D12 0 10","multi","D12 1","Visual 4","Visual multi D12 1364378 1371216",7225,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
526,"D12_TT_Coded.eaf","D12","Visual",0,11,7,7,TRUE,1372992,1382111,"Ga0 Tu11 Ta7 {8 *7* 3} Ch7",1382466,2,"Director",1,"T1",1375229,1381229,6000,"Visual","Visual D12 0 11","multi","D12 2","Visual 7","Visual multi D12 1375229 1381229",6882,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
527,"D12_TT_Coded.eaf","D12","Visual",0,12,8,8,TRUE,1382466,1390366,"Ga0 Tu12 Ta8 {1 *8* 6} Ch8",1390087,1,"Director",1,"T1",1385215,1389026,3811,"Visual","Visual D12 0 12","multi","D12 1","Visual 8","Visual multi D12 1385215 1389026",5151,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
528,"D12_TT_Coded.eaf","D12","Visual",0,13,6,6,TRUE,1390087,1394134,"Ga0 Tu13 Ta6 {*6* 7 8} Ch6",1394610,2,"Director",1,"T1",1391620,1393418,1798,"Visual","Visual D12 0 13","multi","D12 2","Visual 6","Visual multi D12 1391620 1393418",2514,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
529,"D12_TT_Coded.eaf","D12","Visual",0,14,1,7,FALSE,1394610,1400834,"Ga0 Tu14 Ta1 {1 *7* 2} Ch7",1401318,1,"Director",1,"T1",1395418,1400026,4608,"Visual","Visual D12 0 14","multi","D12 1","Visual 1","Visual multi D12 1395418 1400026",5416,1,0,0,0,TRUE,FALSE,2,0,"unimodal visual"
531,"D12_TT_Coded.eaf","D12","Visual",0,15,5,5,TRUE,1401318,1437141,"Ga0 Tu15 Ta5 {2 3 *5*} Ch5",1415545,2,"Director",1,"T1",1402405,1408608,6203,"Visual","Visual D12 0 15","multi","D12 2","Visual 5","Visual multi D12 1402405 1408608",34736,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
532,"D12_TT_Coded.eaf","D12","Visual",1,0,7,7,TRUE,1415545,1447864,"Ga1 Tu0 Ta7 {*7* 2 3} Ch7",1449092,1,"Director",1,"T1",1443743,1447432,3689,"Visual","Visual D12 1 0","multi","D12 1","Visual 7","Visual multi D12 1443743 1447432",4121,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
533,"D12_TT_Coded.eaf","D12","Visual",1,1,1,1,TRUE,1449092,1456620,"Ga1 Tu1 Ta1 {6 4 *1*} Ch1",1457400,2,"Director",1,"T1",1452013,1456216,4203,"Visual","Visual D12 1 1","multi","D12 2","Visual 1","Visual multi D12 1452013 1456216",4607,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
535,"D12_TT_Coded.eaf","D12","Visual",1,2,3,3,TRUE,1457400,1466712,"Ga1 Tu2 Ta3 {4 5 *3*} Ch3",1467484,1,"Director",2,"T1",1458411,1466222,7811,"Visual","Visual D12 1 2","multi","D12 1","Visual 3","Visual multi D12 1458411 1466222",8301,1,0,0,0,TRUE,FALSE,2,0,"unimodal visual"
537,"D12_TT_Coded.eaf","D12","Visual",1,3,8,8,TRUE,1467484,1480131,"Ga1 Tu3 Ta8 {5 *8* 3} Ch8",1478103,2,"Director",1,"T1",1469040,1475824,6784,"Visual","Visual D12 1 3","multi","D12 2","Visual 8","Visual multi D12 1469040 1475824",11091,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
538,"D12_TT_Coded.eaf","D12","Visual",1,4,5,7,FALSE,1478103,1486839,"Ga1 Tu4 Ta5 {*7* 5 6} Ch7",1488411,1,"Director",1,"T1",1481823,1486418,4595,"Visual","Visual D12 1 4","multi","D12 1","Visual 5","Visual multi D12 1481823 1486418",5016,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
539,"D12_TT_Coded.eaf","D12","Visual",1,5,4,4,TRUE,1488411,1501690,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1503335,2,"Director",1,"T1",1489026,1493823,4797,"Visual","Visual D12 1 5","multi","D12 2","Visual 4","Visual multi D12 1489026 1493823",12664,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
540,"D12_TT_Coded.eaf","D12","Visual",1,5,4,4,TRUE,1488411,1501690,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1503335,1,"Matcher",1,"T2",1495837,1496837,1000,"Visual","Visual D12 1 5","multi","D12 1","Visual 4","Visual multi D12 1495837 1496837",12664,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
541,"D12_TT_Coded.eaf","D12","Visual",1,5,4,4,TRUE,1488411,1501690,"Ga1 Tu5 Ta4 {*4* 7 1} Ch4",1503335,2,"Director",2,"T3",1497046,1500816,3770,"Visual","Visual D12 1 5","multi","D12 2","Visual 4","Visual multi D12 1497046 1500816",12664,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
