"X","filename","dyadNumber","condition","game","trial","target","choice","correct","trialStart","trialEnd","trialValue","startOfNextTrial","signallingPlayer","role","turnNumber","turnType","turnStart","turnEnd","turnLength","modality","trialString","modalityCondition","playerId","itemId","turnString","trialLength","numModalitiesUsed","numberOfOverlaps","propOverlapsTime","propOverlapsActs","useVisual","useAcoustic","numberOfSignals","numberOfMultimodalSigs","turnModalityType"
2230,"D5_TT_Coded.eaf","D5","Auditory",3,3,4,4,TRUE,2476256,2484128,"Ga3 Tu3 Ta4 {*4* 7 1} Ch4",2485435,2,"Director",1,"T1",2476404,2478026,1622,"Visual","Auditory D5 3 3","visual","D5 2","Auditory 4","Auditory visual D5 2476404 2478026",7724,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2231,"D5_TT_Coded.eaf","D5","Auditory",3,4,2,2,TRUE,2485435,2490899,"Ga3 Tu4 Ta2 {5 1 *2*} Ch2",2492696,1,"Director",1,"T1",2487202,2489405,2203,"Visual","Auditory D5 3 4","visual","D5 1","Auditory 2","Auditory visual D5 2487202 2489405",3697,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2232,"D5_TT_Coded.eaf","D5","Auditory",3,5,3,3,TRUE,2492696,2500383,"Ga3 Tu5 Ta3 {8 *3* 4} Ch3",2501739,2,"Director",1,"T1",2493215,2498824,5609,"Visual","Auditory D5 3 5","visual","D5 2","Auditory 3","Auditory visual D5 2493215 2498824",7168,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2233,"D5_TT_Coded.eaf","D5","Auditory",3,6,6,6,TRUE,2501739,2511226,"Ga3 Tu6 Ta6 {2 *6* 8} Ch6",2512935,1,"Director",1,"T1",2504202,2507013,2811,"Visual","Auditory D5 3 6","visual","D5 1","Auditory 6","Auditory visual D5 2504202 2507013",7024,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2234,"D5_TT_Coded.eaf","D5","Auditory",3,7,2,2,TRUE,2512935,2523447,"Ga3 Tu7 Ta2 {*2* 1 4} Ch2",2523874,2,"Director",1,"T1",2513810,2518216,4406,"Visual","Auditory D5 3 7","visual","D5 2","Auditory 2","Auditory visual D5 2513810 2518216",9637,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2235,"D5_TT_Coded.eaf","D5","Auditory",3,8,4,4,TRUE,2523874,2527914,"Ga3 Tu8 Ta4 {6 5 *4*} Ch4",2529623,1,"Director",1,"T1",2525824,2527216,1392,"Visual","Auditory D5 3 8","visual","D5 1","Auditory 4","Auditory visual D5 2525824 2527216",2090,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2236,"D5_TT_Coded.eaf","D5","Auditory",3,9,7,7,TRUE,2529623,2536615,"Ga3 Tu9 Ta7 {8 *7* 3} Ch7",2537530,2,"Director",1,"T1",2530621,2535621,5000,"Visual","Auditory D5 3 9","visual","D5 2","Auditory 7","Auditory visual D5 2530621 2535621",5994,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2237,"D5_TT_Coded.eaf","D5","Auditory",3,10,3,3,TRUE,2537530,2542121,"Ga3 Tu10 Ta3 {4 5 *3*} Ch3",2544063,1,"Director",1,"T1",2539215,2541418,2203,"Visual","Auditory D5 3 10","visual","D5 1","Auditory 3","Auditory visual D5 2539215 2541418",2906,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2238,"D5_TT_Coded.eaf","D5","Auditory",3,11,8,8,TRUE,2544063,2550934,"Ga3 Tu11 Ta8 {5 *8* 3} Ch8",2551745,2,"Director",1,"T1",2544202,2548418,4216,"Visual","Auditory D5 3 11","visual","D5 2","Auditory 8","Auditory visual D5 2544202 2548418",6732,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2239,"D5_TT_Coded.eaf","D5","Auditory",3,12,1,1,TRUE,2551745,2556233,"Ga3 Tu12 Ta1 {*1* 7 2} Ch1",2557607,1,"Director",1,"T1",2553228,2555026,1798,"Visual","Auditory D5 3 12","visual","D5 1","Auditory 1","Auditory visual D5 2553228 2555026",3005,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2240,"D5_TT_Coded.eaf","D5","Auditory",3,13,5,3,FALSE,2557607,2569478,"Ga3 Tu13 Ta5 {2 *3* 5} Ch3",2570393,2,"Director",1,"T1",2558594,2560202,1608,"Visual","Auditory D5 3 13","visual","D5 2","Auditory 5","Auditory visual D5 2558594 2560202",10884,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2241,"D5_TT_Coded.eaf","D5","Auditory",3,14,7,7,TRUE,2570393,2576617,"Ga3 Tu14 Ta7 {*7* 2 3} Ch7",2577462,1,"Director",1,"T1",2572418,2575026,2608,"Visual","Auditory D5 3 14","visual","D5 1","Auditory 7","Auditory visual D5 2572418 2575026",4199,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2242,"D5_TT_Coded.eaf","D5","Auditory",3,15,1,1,TRUE,2577462,2585590,"Ga3 Tu15 Ta1 {6 4 *1*} Ch1",2585590,2,"Director",1,"T1",2578608,2581810,3202,"Visual","Auditory D5 3 15","visual","D5 2","Auditory 1","Auditory visual D5 2578608 2581810",6982,1,0,0,0,TRUE,FALSE,1,0,"unimodal visual"
2243,"D7_Coded_TT.eaf","D7","Visual",0,0,8,6,FALSE,32471,51815,"Ga0 Tu0 Ta8 {1 8 *6*} Ch6",56443,1,"Matcher",1,"T1",40610,44010,3400,"Acoustic","Visual D7 0 0","vocal","D7 1","Visual 8","Visual vocal D7 40610 44010",11205,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2244,"D7_Coded_TT.eaf","D7","Visual",0,1,6,7,FALSE,56443,172735,"Ga0 Tu1 Ta6 {6 *7* 8} Ch7",184407,2,"Matcher",1,"T1",165210,166310,1100,"Acoustic","Visual D7 0 1","vocal","D7 2","Visual 6","Visual vocal D7 165210 166310",7525,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2245,"D7_Coded_TT.eaf","D7","Visual",0,2,5,7,FALSE,184407,198850,"Ga0 Tu2 Ta5 {*7* 5 6} Ch7",206800,1,"Matcher",1,"T1",189410,191410,2000,"Acoustic","Visual D7 0 2","vocal","D7 1","Visual 5","Visual vocal D7 189410 191410",9440,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2246,"D7_Coded_TT.eaf","D7","Visual",0,3,4,1,FALSE,206800,218013,"Ga0 Tu3 Ta4 {4 7 *1*} Ch1",222166,2,"Matcher",1,"T1",208700,209410,710,"Acoustic","Visual D7 0 3","vocal","D7 2","Visual 4","Visual vocal D7 208700 209410",9313,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2247,"D7_Coded_TT.eaf","D7","Visual",0,4,2,2,TRUE,222166,234675,"Ga0 Tu4 Ta2 {5 1 *2*} Ch2",237508,1,"Matcher",1,"T1",226110,228910,2800,"Acoustic","Visual D7 0 4","vocal","D7 1","Visual 2","Visual vocal D7 226110 228910",8565,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2248,"D7_Coded_TT.eaf","D7","Visual",0,5,3,3,TRUE,237508,247772,"Ga0 Tu5 Ta3 {8 *3* 4} Ch3",250218,2,"Matcher",1,"T1",240210,240710,500,"Acoustic","Visual D7 0 5","vocal","D7 2","Visual 3","Visual vocal D7 240210 240710",7562,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2249,"D7_Coded_TT.eaf","D7","Visual",0,6,6,8,FALSE,250218,269722,"Ga0 Tu6 Ta6 {2 6 *8*} Ch8",270600,1,"Matcher",1,"T1",260310,262210,1900,"Acoustic","Visual D7 0 6","vocal","D7 1","Visual 6","Visual vocal D7 260310 262210",9412,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2250,"D7_Coded_TT.eaf","D7","Visual",0,7,2,2,TRUE,270600,277915,"Ga0 Tu7 Ta2 {*2* 1 4} Ch2",283889,2,"Matcher",1,"T1",271710,272710,1000,"Acoustic","Visual D7 0 7","vocal","D7 2","Visual 2","Visual vocal D7 271710 272710",6205,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2251,"D7_Coded_TT.eaf","D7","Visual",0,8,4,6,FALSE,283889,295600,"Ga0 Tu8 Ta4 {*6* 5 4} Ch6",298274,1,"Matcher",1,"T1",287020,288910,1890,"Acoustic","Visual D7 0 8","vocal","D7 1","Visual 4","Visual vocal D7 287020 288910",8580,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2252,"D7_Coded_TT.eaf","D7","Visual",0,9,7,7,TRUE,298274,324185,"Ga0 Tu9 Ta7 {8 *7* 3} Ch7",326500,2,"Matcher",1,"T1",307110,308310,1200,"Acoustic","Visual D7 0 9","vocal","D7 2","Visual 7","Visual vocal D7 307110 308310",17075,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2253,"D7_Coded_TT.eaf","D7","Visual",0,10,3,3,TRUE,326500,350431,"Ga0 Tu10 Ta3 {4 5 *3*} Ch3",353936,1,"Matcher",1,"T1",328010,328910,900,"Acoustic","Visual D7 0 10","vocal","D7 1","Visual 3","Visual vocal D7 328010 328910",22421,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2254,"D7_Coded_TT.eaf","D7","Visual",0,11,8,5,FALSE,353936,376743,"Ga0 Tu11 Ta8 {*5* 8 3} Ch5",383550,2,"Matcher",1,"T1",360110,361210,1100,"Acoustic","Visual D7 0 11","vocal","D7 2","Visual 8","Visual vocal D7 360110 361210",16633,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2255,"D7_Coded_TT.eaf","D7","Visual",0,12,1,1,TRUE,383550,398294,"Ga0 Tu12 Ta1 {*1* 7 2} Ch1",401606,1,"Matcher",1,"T1",387910,388410,500,"Acoustic","Visual D7 0 12","vocal","D7 1","Visual 1","Visual vocal D7 387910 388410",10384,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2256,"D7_Coded_TT.eaf","D7","Visual",0,13,5,3,FALSE,401606,434005,"Ga0 Tu13 Ta5 {2 *3* 5} Ch3",436652,2,"Matcher",1,"T1",423910,424310,400,"Acoustic","Visual D7 0 13","vocal","D7 2","Visual 5","Visual vocal D7 423910 424310",10095,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2257,"D7_Coded_TT.eaf","D7","Visual",0,14,7,7,TRUE,436652,455235,"Ga0 Tu14 Ta7 {*7* 2 3} Ch7",457916,1,"Matcher",1,"T1",444110,445910,1800,"Acoustic","Visual D7 0 14","vocal","D7 1","Visual 7","Visual vocal D7 444110 445910",11125,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2258,"D7_Coded_TT.eaf","D7","Visual",0,15,1,1,TRUE,457916,481987,"Ga0 Tu15 Ta1 {6 4 *1*} Ch1",523345,2,"Matcher",1,"T1",458010,458510,500,"Acoustic","Visual D7 0 15","vocal","D7 2","Visual 1","Visual vocal D7 458010 458510",23977,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2259,"D7_Coded_TT.eaf","D7","Visual",1,0,3,3,TRUE,523345,537745,"Ga1 Tu0 Ta3 {4 5 *3*} Ch3",539688,1,"Matcher",1,"T1",529810,530210,400,"Acoustic","Visual D7 1 0","vocal","D7 1","Visual 3","Visual vocal D7 529810 530210",7935,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2260,"D7_Coded_TT.eaf","D7","Visual",1,1,8,5,FALSE,539688,549951,"Ga1 Tu1 Ta8 {*5* 8 3} Ch5",551736,2,"Matcher",1,"T1",542410,543510,1100,"Acoustic","Visual D7 1 1","vocal","D7 2","Visual 8","Visual vocal D7 542410 543510",7541,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2261,"D7_Coded_TT.eaf","D7","Visual",1,2,4,6,FALSE,551736,567144,"Ga1 Tu2 Ta4 {*6* 5 4} Ch6",572500,1,"Matcher",1,"T1",554810,555710,900,"Acoustic","Visual D7 1 2","vocal","D7 1","Visual 4","Visual vocal D7 554810 555710",12334,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2262,"D7_Coded_TT.eaf","D7","Visual",1,3,7,7,TRUE,572500,580270,"Ga1 Tu3 Ta7 {8 *7* 3} Ch7",582623,2,"Matcher",1,"T1",573110,573910,800,"Acoustic","Visual D7 1 3","vocal","D7 2","Visual 7","Visual vocal D7 573110 573910",7160,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2263,"D7_Coded_TT.eaf","D7","Visual",1,4,6,6,TRUE,582623,600223,"Ga1 Tu4 Ta6 {2 *6* 8} Ch6",601000,1,"Matcher",1,"T1",587910,589310,1400,"Acoustic","Visual D7 1 4","vocal","D7 1","Visual 6","Visual vocal D7 587910 589310",12313,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2264,"D7_Coded_TT.eaf","D7","Visual",1,5,2,2,TRUE,601000,608285,"Ga1 Tu5 Ta2 {*2* 1 4} Ch2",609862,2,"Matcher",1,"T1",601910,603110,1200,"Acoustic","Visual D7 1 5","vocal","D7 2","Visual 2","Visual vocal D7 601910 603110",6375,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2265,"D7_Coded_TT.eaf","D7","Visual",1,6,8,8,TRUE,609862,620318,"Ga1 Tu6 Ta8 {1 *8* 6} Ch8",622100,1,"Matcher",1,"T1",613410,617410,4000,"Acoustic","Visual D7 1 6","vocal","D7 1","Visual 8","Visual vocal D7 613410 617410",6908,1,0,0,0,FALSE,TRUE,2,0,"unimodal acoustic"
2267,"D7_Coded_TT.eaf","D7","Visual",1,7,3,3,TRUE,622100,629157,"Ga1 Tu7 Ta3 {8 *3* 4} Ch3",630820,2,"Matcher",1,"T1",622710,623310,600,"Acoustic","Visual D7 1 7","vocal","D7 2","Visual 3","Visual vocal D7 622710 623310",6447,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2268,"D7_Coded_TT.eaf","D7","Visual",1,8,2,2,TRUE,630820,638557,"Ga1 Tu8 Ta2 {5 1 *2*} Ch2",644076,1,"Matcher",1,"T1",631610,633710,2100,"Acoustic","Visual D7 1 8","vocal","D7 1","Visual 2","Visual vocal D7 631610 633710",6947,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2269,"D7_Coded_TT.eaf","D7","Visual",1,9,6,6,TRUE,644076,651372,"Ga1 Tu9 Ta6 {*6* 7 8} Ch6",655700,2,"Matcher",1,"T1",644510,645510,1000,"Acoustic","Visual D7 1 9","vocal","D7 2","Visual 6","Visual vocal D7 644510 645510",6862,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2270,"D7_Coded_TT.eaf","D7","Visual",1,10,5,7,FALSE,655700,668100,"Ga1 Tu10 Ta5 {*7* 5 6} Ch7",670715,1,"Matcher",1,"T1",658510,659510,1000,"Acoustic","Visual D7 1 10","vocal","D7 1","Visual 5","Visual vocal D7 658510 659510",9590,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2271,"D7_Coded_TT.eaf","D7","Visual",1,11,4,1,FALSE,670715,692946,"Ga1 Tu11 Ta4 {4 7 *1*} Ch1",697987,2,"Matcher",1,"T1",678810,679410,600,"Acoustic","Visual D7 1 11","vocal","D7 2","Visual 4","Visual vocal D7 678810 679410",14136,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2272,"D7_Coded_TT.eaf","D7","Visual",1,12,1,1,TRUE,697987,711987,"Ga1 Tu12 Ta1 {*1* 7 2} Ch1",714881,1,"Matcher",1,"T1",700110,700710,600,"Acoustic","Visual D7 1 12","vocal","D7 1","Visual 1","Visual vocal D7 700110 700710",11877,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2273,"D7_Coded_TT.eaf","D7","Visual",1,13,5,5,TRUE,714881,723113,"Ga1 Tu13 Ta5 {2 3 *5*} Ch5",726458,2,"Matcher",1,"T1",716110,717210,1100,"Acoustic","Visual D7 1 13","vocal","D7 2","Visual 5","Visual vocal D7 716110 717210",7003,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2274,"D7_Coded_TT.eaf","D7","Visual",1,14,7,7,TRUE,726458,738266,"Ga1 Tu14 Ta7 {*7* 2 3} Ch7",742352,1,"Matcher",1,"T1",729310,731610,2300,"Acoustic","Visual D7 1 14","vocal","D7 1","Visual 7","Visual vocal D7 729310 731610",8956,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2275,"D7_Coded_TT.eaf","D7","Visual",1,15,1,1,TRUE,742352,753959,"Ga1 Tu15 Ta1 {6 4 *1*} Ch1",770545,2,"Matcher",1,"T1",742710,743410,700,"Acoustic","Visual D7 1 15","vocal","D7 2","Visual 1","Visual vocal D7 742710 743410",11249,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2276,"D7_Coded_TT.eaf","D7","Visual",2,0,2,2,TRUE,770545,780296,"Ga2 Tu0 Ta2 {5 1 *2*} Ch2",781814,1,"Matcher",1,"T1",772910,774910,2000,"Acoustic","Visual D7 2 0","vocal","D7 1","Visual 2","Visual vocal D7 772910 774910",7386,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2277,"D7_Coded_TT.eaf","D7","Visual",2,1,3,4,FALSE,781814,793038,"Ga2 Tu1 Ta3 {8 3 *4*} Ch4",794776,2,"Matcher",1,"T1",785510,786210,700,"Acoustic","Visual D7 2 1","vocal","D7 2","Visual 3","Visual vocal D7 785510 786210",7528,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2278,"D7_Coded_TT.eaf","D7","Visual",2,2,7,7,TRUE,794776,803679,"Ga2 Tu2 Ta7 {*7* 2 3} Ch7",806582,1,"Matcher",1,"T1",795710,797310,1600,"Acoustic","Visual D7 2 2","vocal","D7 1","Visual 7","Visual vocal D7 795710 797310",7969,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2279,"D7_Coded_TT.eaf","D7","Visual",2,3,1,1,TRUE,806582,822677,"Ga2 Tu3 Ta1 {6 4 *1*} Ch1",826343,2,"Matcher",1,"T1",807910,808510,600,"Acoustic","Visual D7 2 3","vocal","D7 2","Visual 1","Visual vocal D7 807910 808510",14767,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2280,"D7_Coded_TT.eaf","D7","Visual",2,4,5,5,TRUE,826343,834319,"Ga2 Tu4 Ta5 {7 *5* 6} Ch5",837132,1,"Matcher",1,"T1",827300,828210,910,"Acoustic","Visual D7 2 4","vocal","D7 1","Visual 5","Visual vocal D7 827300 828210",7019,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2281,"D7_Coded_TT.eaf","D7","Visual",2,5,4,1,FALSE,837132,849820,"Ga2 Tu5 Ta4 {4 7 *1*} Ch1",852206,2,"Matcher",1,"T1",841210,841810,600,"Acoustic","Visual D7 2 5","vocal","D7 2","Visual 4","Visual vocal D7 841210 841810",8610,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2282,"D7_Coded_TT.eaf","D7","Visual",2,6,3,3,TRUE,852206,863230,"Ga2 Tu6 Ta3 {4 5 *3*} Ch3",865523,1,"Matcher",1,"T1",855015,855615,600,"Acoustic","Visual D7 2 6","vocal","D7 1","Visual 3","Visual vocal D7 855015 855615",8215,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2283,"D7_Coded_TT.eaf","D7","Visual",2,7,8,8,TRUE,865523,873363,"Ga2 Tu7 Ta8 {5 *8* 3} Ch8",874949,2,"Matcher",1,"T1",865610,867110,1500,"Acoustic","Visual D7 2 7","vocal","D7 2","Visual 8","Visual vocal D7 865610 867110",7753,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2284,"D7_Coded_TT.eaf","D7","Visual",2,8,6,6,TRUE,874949,883013,"Ga2 Tu8 Ta6 {2 *6* 8} Ch6",886322,1,"Matcher",1,"T1",876210,877710,1500,"Acoustic","Visual D7 2 8","vocal","D7 1","Visual 6","Visual vocal D7 876210 877710",6803,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2285,"D7_Coded_TT.eaf","D7","Visual",2,10,4,4,TRUE,891244,899916,"Ga2 Tu10 Ta4 {6 5 *4*} Ch4",901898,1,"Matcher",1,"T1",891900,892410,510,"Acoustic","Visual D7 2 10","vocal","D7 1","Visual 4","Visual vocal D7 891900 892410",8016,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2286,"D7_Coded_TT.eaf","D7","Visual",2,11,7,7,TRUE,901898,911201,"Ga2 Tu11 Ta7 {8 *7* 3} Ch7",914260,2,"Matcher",1,"T1",901810,902810,1000,"Acoustic","Visual D7 2 11","vocal","D7 2","Visual 7","Visual vocal D7 901810 902810",9391,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2287,"D7_Coded_TT.eaf","D7","Visual",2,12,8,8,TRUE,914260,920171,"Ga2 Tu12 Ta8 {1 *8* 6} Ch8",922569,1,"Matcher",1,"T1",913710,916810,3100,"Acoustic","Visual D7 2 12","vocal","D7 1","Visual 8","Visual vocal D7 913710 916810",6461,1,0,0,0,FALSE,TRUE,2,0,"unimodal acoustic"
2289,"D7_Coded_TT.eaf","D7","Visual",2,13,6,6,TRUE,922569,927689,"Ga2 Tu13 Ta6 {*6* 7 8} Ch6",930523,2,"Matcher",1,"T1",922010,923410,1400,"Acoustic","Visual D7 2 13","vocal","D7 2","Visual 6","Visual vocal D7 922010 923410",5679,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2290,"D7_Coded_TT.eaf","D7","Visual",2,14,1,1,TRUE,930523,943987,"Ga2 Tu14 Ta1 {*1* 7 2} Ch1",946216,1,"Matcher",1,"T1",934910,935610,700,"Acoustic","Visual D7 2 14","vocal","D7 1","Visual 1","Visual vocal D7 934910 935610",9077,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2291,"D7_Coded_TT.eaf","D7","Visual",2,15,5,5,TRUE,946216,953872,"Ga2 Tu15 Ta5 {2 3 *5*} Ch5",960706,2,"Matcher",1,"T1",946510,947510,1000,"Acoustic","Visual D7 2 15","vocal","D7 2","Visual 5","Visual vocal D7 946510 947510",7362,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2292,"D7_Coded_TT.eaf","D7","Visual",3,0,7,7,TRUE,960706,972066,"Ga3 Tu0 Ta7 {*7* 2 3} Ch7",974079,1,"Matcher",1,"T1",966310,967310,1000,"Acoustic","Visual D7 3 0","vocal","D7 1","Visual 7","Visual vocal D7 966310 967310",5756,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2293,"D7_Coded_TT.eaf","D7","Visual",3,1,1,1,TRUE,974079,983494,"Ga3 Tu1 Ta1 {6 4 *1*} Ch1",984889,2,"Matcher",1,"T1",975910,976510,600,"Acoustic","Visual D7 3 1","vocal","D7 2","Visual 1","Visual vocal D7 975910 976510",7584,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2294,"D7_Coded_TT.eaf","D7","Visual",3,2,3,4,FALSE,984889,1002873,"Ga3 Tu2 Ta3 {*4* 5 3} Ch4",1004934,1,"Matcher",1,"T1",991120,992120,1000,"Acoustic","Visual D7 3 2","vocal","D7 1","Visual 3","Visual vocal D7 991120 992120",11753,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2295,"D7_Coded_TT.eaf","D7","Visual",3,3,8,8,TRUE,1004934,1012830,"Ga3 Tu3 Ta8 {5 *8* 3} Ch8",1013872,2,"Matcher",1,"T1",1004910,1006710,1800,"Acoustic","Visual D7 3 3","vocal","D7 2","Visual 8","Visual vocal D7 1004910 1006710",7920,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2296,"D7_Coded_TT.eaf","D7","Visual",3,4,5,7,FALSE,1013872,1021624,"Ga3 Tu4 Ta5 {*7* 5 6} Ch7",1023894,1,"Matcher",1,"T1",1016010,1017010,1000,"Acoustic","Visual D7 3 4","vocal","D7 1","Visual 5","Visual vocal D7 1016010 1017010",5614,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2297,"D7_Coded_TT.eaf","D7","Visual",3,5,4,4,TRUE,1023894,1032149,"Ga3 Tu5 Ta4 {*4* 7 1} Ch4",1034232,2,"Matcher",1,"T1",1025310,1025910,600,"Acoustic","Visual D7 3 5","vocal","D7 2","Visual 4","Visual vocal D7 1025310 1025910",6839,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2298,"D7_Coded_TT.eaf","D7","Visual",3,6,6,6,TRUE,1034232,1039864,"Ga3 Tu6 Ta6 {2 *6* 8} Ch6",1041980,1,"Matcher",1,"T1",1034615,1036125,1510,"Acoustic","Visual D7 3 6","vocal","D7 1","Visual 6","Visual vocal D7 1034615 1036125",5249,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2299,"D7_Coded_TT.eaf","D7","Visual",3,7,2,2,TRUE,1041980,1045740,"Ga3 Tu7 Ta2 {*2* 1 4} Ch2",1046967,2,"Matcher",1,"T1",1041410,1042710,1300,"Acoustic","Visual D7 3 7","vocal","D7 2","Visual 2","Visual vocal D7 1041410 1042710",4330,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2300,"D7_Coded_TT.eaf","D7","Visual",3,8,1,1,TRUE,1046967,1054119,"Ga3 Tu8 Ta1 {*1* 7 2} Ch1",1055892,1,"Matcher",1,"T1",1048610,1049210,600,"Acoustic","Visual D7 3 8","vocal","D7 1","Visual 1","Visual vocal D7 1048610 1049210",5509,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2301,"D7_Coded_TT.eaf","D7","Visual",3,9,5,5,TRUE,1055892,1063291,"Ga3 Tu9 Ta5 {2 3 *5*} Ch5",1064622,2,"Matcher",1,"T1",1055510,1056610,1100,"Acoustic","Visual D7 3 9","vocal","D7 2","Visual 5","Visual vocal D7 1055510 1056610",7781,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2302,"D7_Coded_TT.eaf","D7","Visual",3,10,2,2,TRUE,1064622,1070150,"Ga3 Tu10 Ta2 {5 1 *2*} Ch2",1071811,1,"Matcher",1,"T1",1065000,1066410,1410,"Acoustic","Visual D7 3 10","vocal","D7 1","Visual 2","Visual vocal D7 1065000 1066410",5150,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2303,"D7_Coded_TT.eaf","D7","Visual",3,11,3,4,FALSE,1071811,1080843,"Ga3 Tu11 Ta3 {8 3 *4*} Ch4",1080630,2,"Matcher",1,"T1",1073410,1074110,700,"Acoustic","Visual D7 3 11","vocal","D7 2","Visual 3","Visual vocal D7 1073410 1074110",7433,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2304,"D7_Coded_TT.eaf","D7","Visual",3,12,8,8,TRUE,1080630,1088615,"Ga3 Tu12 Ta8 {1 *8* 6} Ch8",1089914,1,"Matcher",1,"T1",1082830,1085110,2280,"Acoustic","Visual D7 3 12","vocal","D7 1","Visual 8","Visual vocal D7 1082830 1085110",5785,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
2305,"D7_Coded_TT.eaf","D7","Visual",3,13,6,6,TRUE,1089914,1097131,"Ga3 Tu13 Ta6 {*6* 7 8} Ch6",1097741,2,"Matcher",1,"T1",1090110,1091610,1500,"Acoustic","Visual D7 3 13","vocal","D7 2","Visual 6","Visual vocal D7 1090110 1091610",7021,1,0,0,0,FALSE,TRUE,1,0,"unimodal acoustic"
